Functional Family, Cluster, Starting Index, Length, Levenshtein Distance Similarity, K-mer Similarity, Further Comparison
3.40.525.10.FF2759, 3.40.525.10.FF2759/a, 23, 0, 17, 0, False
3.40.525.10.FF3045, 3.40.525.10.FF3045/a, 116, 0, 19, 0, False
3.40.50.980.FF9527, 3.40.50.980.FF9527/a, 58, 0, 20, 0, False
3.40.525.10.FF1036, 3.40.525.10.FF1036/a, 3, 0, 16, 0, False
3.40.525.10.FF1314, 3.40.525.10.FF1314/a, 4, 0, 20, 0, False
3.40.525.10.FF1388, 3.40.525.10.FF1388/a, 0, 0, 17, 0, False
3.40.525.10.FF1561, 3.40.525.10.FF1561/a, 5, 0, 16, 0, False
3.40.525.10.FF1813, 3.40.525.10.FF1813/a, 27, 0, 20, 0, False
3.40.525.10.FF2032, 3.40.525.10.FF2032/a, 9, 0, 20, 0, False
3.40.525.10.FF2654, 3.40.525.10.FF2654/a, 72, 0, 21, 0, False
3.40.525.10.FF2960, 3.40.525.10.FF2960/a, 43, 0, 16, 0, False
3.40.525.10.FF3361, 3.40.525.10.FF3361/a, 22, 0, 20, 0, False
3.40.525.10.FF3377, 3.40.525.10.FF3377/a, 0, 0, 20, 0, False
3.40.525.10.FF3454, 3.40.525.10.FF3454/a, 9, 0, 42, 0, False
3.40.525.10.FF3390, 3.40.525.10.FF3390/a, 0, 0, 21, 0, False
3.40.525.10.FF3406, 3.40.525.10.FF3406/a, 29, 0, 17, 0, False
3.40.525.10.FF3419, 3.40.525.10.FF3419/a, 58, 0, 18, 0, False
3.40.525.10.FF3423, 3.40.525.10.FF3423/a, 8, 0, 21, 0, False
3.40.525.10.FF3436, 3.40.525.10.FF3436/a, 93, 0, 25, 0, False
3.40.525.10.FF3452, 3.40.525.10.FF3452/a, 111, 0, 19, 0, False
3.40.720.10.FF19128, 3.40.720.10.FF19128/a, 41, 0, 58, 0, False
3.40.720.10.FF19140, 3.40.720.10.FF19140/a, 181, 72, 61, 0, True
3.40.720.10.FF9577, 3.40.720.10.FF9577/a, 16, 0, 15, 0, False
3.40.80.10.FF1875, 3.40.80.10.FF1875/a, 0, 0, 26, 0, False
3.40.80.10.FF3128, 3.40.80.10.FF3128/a, 95, 0, 19, 0, False
3.40.80.10.FF3154, 3.40.80.10.FF3154/a, 42, 0, 25, 0, False
3.40.800.10.FF2202, 3.40.800.10.FF2202/a, 93, 0, 18, 0, False
3.40.800.10.FF2210, 3.40.800.10.FF2210/a, 42, 0, 25, 0, False
3.40.800.20.FF2841, 3.40.800.20.FF2841/a, 61, 0, 23, 0, False
3.40.800.20.FF2844, 3.40.800.20.FF2844/a, 168, 0, 31, 0, False
3.40.525.10.FF3455, 3.40.525.10.FF3455/a, 0, 0, 44, 0, False
3.40.525.10.FF3461, 3.40.525.10.FF3461/a, 26, 0, 44, 0, False
3.40.525.10.FF3462, 3.40.525.10.FF3462/a, 40, 0, 27, 0, False
3.40.525.10.FF620, 3.40.525.10.FF620/a, 4, 0, 17, 0, False
3.40.525.10.FF86, 3.40.525.10.FF86/a, 24, 0, 16, 0, False
3.40.532.10.FF234, 3.40.532.10.FF234/a, 0, 0, 16, 0, False
3.40.525.10.FF3464, 3.40.525.10.FF3464/a, 78, 0, 18, 0, False
3.40.525.10.FF3479, 3.40.525.10.FF3479/a, 65, 0, 33, 0, False
3.40.532.10.FF42, 3.40.532.10.FF42/a, 5, 0, 19, 0, False
3.40.532.10.FF561, 3.40.532.10.FF561/a, 1, 0, 21, 0, False
3.40.532.10.FF576, 3.40.532.10.FF576/a, 13, 0, 37, 0, False
3.40.570.10.FF1273, 3.40.570.10.FF1273/a, 10, 0, 24, 0, False
3.40.570.10.FF1281, 3.40.570.10.FF1281/a, 3, 0, 56, 0, False
3.40.570.10.FF1268, 3.40.570.10.FF1268/a, 24, 0, 16, 0, False
3.40.605.10.FF17530, 3.40.605.10.FF17530/a, 14, 0, 19, 0, False
3.40.605.10.FF1856, 3.40.605.10.FF1856/a, 7, 0, 16, 0, False
3.40.605.10.FF19920, 3.40.605.10.FF19920/a, 106, 0, 38, 0, False
3.40.605.10.FF20990, 3.40.605.10.FF20990/a, 0, 0, 17, 0, False
3.40.600.10.FF371, 3.40.600.10.FF371/a, 22, 0, 25, 0, False
3.40.605.10.FF11117, 3.40.605.10.FF11117/a, 3, 0, 17, 0, False
3.40.605.10.FF14932, 3.40.605.10.FF14932/a, 8, 0, 18, 0, False
3.40.605.10.FF15061, 3.40.605.10.FF15061/a, 2, 0, 17, 0, False
3.40.605.10.FF21169, 3.40.605.10.FF21169/a, 27, 0, 22, 0, False
3.40.605.10.FF21172, 3.40.605.10.FF21172/a, 15, 0, 21, 0, False
3.40.605.10.FF21177, 3.40.605.10.FF21177/a, 9, 0, 20, 0, False
3.40.605.10.FF21220, 3.40.605.10.FF21220/a, 0, 0, 21, 0, False
3.40.605.10.FF21338, 3.40.605.10.FF21338/a, 6, 0, 16, 0, False
3.40.605.10.FF21346, 3.40.605.10.FF21346/a, 21, 0, 32, 0, False
3.40.605.10.FF21376, 3.40.605.10.FF21376/a, 0, 0, 0, 0, False
3.40.605.10.FF21396, 3.40.605.10.FF21396/a, 4, 0, 31, 0, False
3.40.605.10.FF21423, 3.40.605.10.FF21423/a, 14, 0, 42, 0, False
3.40.605.10.FF21437, 3.40.605.10.FF21437/a, 14, 0, 49, 0, False
3.40.605.10.FF21445, 3.40.605.10.FF21445/a, 5, 0, 19, 0, False
3.40.605.10.FF21436, 3.40.605.10.FF21436/a, 42, 0, 17, 0, False
3.40.605.10.FF21452, 3.40.605.10.FF21452/a, 141, 0, 22, 0, False
3.40.605.10.FF2593, 3.40.605.10.FF2593/a, 12, 0, 17, 0, False
3.40.605.10.FF304, 3.40.605.10.FF304/a, 1, 0, 20, 0, False
3.40.630.10.FF15434, 3.40.630.10.FF15434/a, 21, 0, 17, 0, False
3.40.605.10.FF21453, 3.40.605.10.FF21453/a, 19, 0, 18, 0, False
3.40.605.10.FF5392, 3.40.605.10.FF5392/a, 4, 0, 17, 0, False
3.40.605.10.FF9121, 3.40.605.10.FF9121/a, 5, 0, 18, 0, False
3.40.630.10.FF11849, 3.40.630.10.FF11849/a, 15, 0, 16, 0, False
3.40.630.10.FF13490, 3.40.630.10.FF13490/a, 25, 0, 52, 0, False
3.40.630.10.FF14514, 3.40.630.10.FF14514/a, 57, 0, 19, 0, False
3.40.630.10.FF16389, 3.40.630.10.FF16389/a, 23, 0, 19, 0, False
3.40.630.10.FF18352, 3.40.630.10.FF18352/a, 20, 0, 18, 0, False
3.40.630.10.FF18506, 3.40.630.10.FF18506/a, 19, 0, 16, 0, False
3.40.630.10.FF19259, 3.40.630.10.FF19259/a, 21, 0, 17, 0, False
3.40.630.10.FF1956, 3.40.630.10.FF1956/a, 0, 0, 25, 0, False
3.40.630.10.FF19843, 3.40.630.10.FF19843/a, 50, 0, 30, 0, False
3.40.630.10.FF18195, 3.40.630.10.FF18195/a, 0, 0, 25, 0, False
3.40.630.10.FF19197, 3.40.630.10.FF19197/a, 7, 0, 16, 0, False
3.40.630.10.FF20171, 3.40.630.10.FF20171/a, 20, 0, 16, 0, False
3.40.630.10.FF26560, 3.40.630.10.FF26560/a, 0, 0, 33, 0, False
3.40.630.10.FF29012, 3.40.630.10.FF29012/a, 2, 0, 17, 0, False
3.40.630.10.FF31001, 3.40.630.10.FF31001/a, 63, 0, 19, 0, False
3.40.630.10.FF26380, 3.40.630.10.FF26380/a, 9, 0, 18, 0, False
3.40.630.10.FF27078, 3.40.630.10.FF27078/a, 11, 0, 18, 0, False
3.40.630.10.FF27160, 3.40.630.10.FF27160/a, 66, 0, 19, 0, False
3.40.630.10.FF27375, 3.40.630.10.FF27375/a, 49, 0, 19, 0, False
3.40.630.10.FF28255, 3.40.630.10.FF28255/a, 14, 0, 17, 0, False
3.40.630.10.FF31049, 3.40.630.10.FF31049/a, 52, 0, 18, 0, False
3.40.630.10.FF32350, 3.40.630.10.FF32350/a, 18, 0, 16, 0, False
3.40.630.10.FF32422, 3.40.630.10.FF32422/a, 155, 0, 18, 0, False
3.40.630.10.FF32195, 3.40.630.10.FF32195/a, 98, 0, 19, 0, False
3.40.630.10.FF32493, 3.40.630.10.FF32493/a, 121, 0, 19, 0, False
3.40.630.10.FF32724, 3.40.630.10.FF32724/a, 14, 0, 20, 0, False
3.40.630.10.FF32774, 3.40.630.10.FF32774/a, 63, 0, 21, 0, False
3.40.630.10.FF33977, 3.40.630.10.FF33977/a, 7, 0, 20, 0, False
3.40.630.10.FF34219, 3.40.630.10.FF34219/a, 0, 0, 17, 0, False
3.40.630.10.FF34242, 3.40.630.10.FF34242/a, 0, 0, 17, 0, False
3.40.630.10.FF33985, 3.40.630.10.FF33985/a, 11, 0, 16, 0, False
3.40.630.10.FF34381, 3.40.630.10.FF34381/a, 17, 0, 20, 0, False
3.40.630.10.FF34382, 3.40.630.10.FF34382/a, 61, 0, 30, 0, False
3.40.630.10.FF34399, 3.40.630.10.FF34399/a, 0, 0, 17, 0, False
3.40.630.10.FF34417, 3.40.630.10.FF34417/a, 55, 0, 48, 0, False
3.40.630.10.FF3444, 3.40.630.10.FF3444/a, 47, 0, 18, 0, False
3.40.630.10.FF34460, 3.40.630.10.FF34460/a, 15, 0, 21, 0, False
3.40.630.10.FF34447, 3.40.630.10.FF34447/a, 67, 0, 16, 0, False
3.40.630.10.FF34449, 3.40.630.10.FF34449/a, 6, 0, 49, 0, False
3.40.630.10.FF34511, 3.40.630.10.FF34511/a, 14, 0, 27, 0, False
3.40.630.10.FF34539, 3.40.630.10.FF34539/a, 28, 0, 16, 0, False
3.40.630.10.FF34549, 3.40.630.10.FF34549/a, 11, 0, 17, 0, False
3.40.630.10.FF34574, 3.40.630.10.FF34574/a, 2, 0, 59, 0, False
3.40.630.10.FF34676, 3.40.630.10.FF34676/a, 46, 0, 45, 0, False
3.40.630.10.FF34532, 3.40.630.10.FF34532/a, 3, 0, 16, 0, False
3.40.630.10.FF34517, 3.40.630.10.FF34517/a, 25, 0, 20, 0, False
3.40.630.10.FF34632, 3.40.630.10.FF34632/a, 60, 0, 58, 0, False
3.60.40.10.FF1572, 3.60.40.10.FF1572/a, 1, 0, 14, 0, False
3.60.40.10.FF2170, 3.60.40.10.FF2170/a, 2, 0, 15, 0, False
3.60.40.10.FF2468, 3.60.40.10.FF2468/a, 10, 0, 18, 0, False
3.60.40.10.FF11546, 3.60.40.10.FF11546/a, 16, 0, 33, 0, False
3.60.40.10.FF11557, 3.60.40.10.FF11557/a, 27, 0, 55, 0, False
3.60.40.10.FF3011, 3.60.40.10.FF3011/a, 2, 0, 15, 0, False
3.80.10.10.FF105441, 3.80.10.10.FF105441/a, 81, 0, 22, 0, False
3.60.40.10.FF523, 3.60.40.10.FF523/a, 66, 0, 30, 0, False
3.60.40.10.FF668, 3.60.40.10.FF668/a, 19, 0, 16, 0, False
3.60.40.10.FF7671, 3.60.40.10.FF7671/a, 23, 0, 19, 0, False
3.60.40.10.FF888, 3.60.40.10.FF888/a, 41, 0, 18, 0, False
3.60.60.10.FF1671, 3.60.60.10.FF1671/a, 55, 0, 16, 0, False
3.60.60.10.FF1936, 3.60.60.10.FF1936/a, 0, 0, 18, 0, False
3.60.60.10.FF1945, 3.60.60.10.FF1945/a, 4, 0, 16, 0, False
3.60.60.10.FF1950, 3.60.60.10.FF1950/a, 16, 0, 18, 0, False
3.60.60.10.FF1953, 3.60.60.10.FF1953/a, 33, 0, 18, 0, False
3.60.60.10.FF1957, 3.60.60.10.FF1957/a, 89, 0, 22, 0, False
3.60.9.10.FF384, 3.60.9.10.FF384/a, 15, 0, 18, 0, False
3.60.90.10.FF1066, 3.60.90.10.FF1066/a, 9, 0, 19, 0, False
3.60.90.10.FF1097, 3.60.90.10.FF1097/a, 153, 0, 40, 0, False
3.60.90.10.FF71, 3.60.90.10.FF71/a, 3, 0, 18, 0, False
3.65.10.10.FF8973, 3.65.10.10.FF8973/a, 41, 0, 21, 0, False
3.65.10.10.FF8661, 3.65.10.10.FF8661/a, 5, 0, 15, 0, False
3.65.10.10.FF8949, 3.65.10.10.FF8949/a, 3, 0, 20, 0, False
3.65.10.10.FF9028, 3.65.10.10.FF9028/a, 1, 0, 27, 0, False
3.65.10.10.FF9044, 3.65.10.10.FF9044/a, 5, 0, 29, 0, False
3.65.10.10.FF9048, 3.65.10.10.FF9048/a, 37, 0, 24, 0, False
3.65.10.10.FF9057, 3.65.10.10.FF9057/a, 8, 0, 36, 0, False
3.70.10.10.FF1469, 3.70.10.10.FF1469/a, 2, 0, 54, 0, False
3.70.10.10.FF592, 3.70.10.10.FF592/a, 0, 0, 14, 0, False
3.75.10.10.FF2561, 3.75.10.10.FF2561/a, 47, 0, 24, 0, False
3.75.10.10.FF2713, 3.75.10.10.FF2713/a, 3, 0, 17, 0, False
3.75.10.10.FF2716, 3.75.10.10.FF2716/a, 8, 0, 18, 0, False
3.65.10.20.FF1023, 3.65.10.20.FF1023/a, 20, 0, 43, 0, False
3.70.10.10.FF1239, 3.70.10.10.FF1239/a, 120, 0, 18, 0, False
3.70.10.10.FF1400, 3.70.10.10.FF1400/a, 0, 0, 16, 0, False
3.70.10.10.FF1405, 3.70.10.10.FF1405/a, 16, 0, 20, 0, False
3.70.10.10.FF1459, 3.70.10.10.FF1459/a, 21, 0, 40, 0, False
3.70.10.10.FF397, 3.70.10.10.FF397/a, 10, 0, 15, 0, False
3.70.10.10.FF686, 3.70.10.10.FF686/a, 0, 0, 14, 0, False
3.75.10.10.FF2316, 3.75.10.10.FF2316/a, 10, 0, 17, 0, False
3.75.10.10.FF2605, 3.75.10.10.FF2605/a, 6, 0, 17, 0, False
3.75.10.10.FF2714, 3.75.10.10.FF2714/a, 10, 0, 27, 0, False
3.75.10.10.FF324, 3.75.10.10.FF324/a, 30, 0, 18, 0, False
3.80.10.10.FF10261, 3.80.10.10.FF10261/a, 6, 0, 17, 0, False
3.80.10.10.FF10364, 3.80.10.10.FF10364/a, 15, 0, 17, 0, False
3.80.10.10.FF103871, 3.80.10.10.FF103871/a, 119, 0, 22, 0, False
3.80.10.10.FF104209, 3.80.10.10.FF104209/a, 0, 0, 21, 0, False
3.80.10.10.FF104464, 3.80.10.10.FF104464/a, 2, 0, 22, 0, False
3.80.10.10.FF105060, 3.80.10.10.FF105060/a, 2, 0, 18, 0, False
3.75.10.10.FF2725, 3.75.10.10.FF2725/a, 14, 0, 46, 0, False
3.75.10.20.FF210, 3.75.10.20.FF210/a, 118, 0, 22, 0, False
3.80.10.10.FF101166, 3.80.10.10.FF101166/a, 126, 0, 23, 0, False
3.80.10.10.FF105028, 3.80.10.10.FF105028/a, 18, 0, 18, 0, False
3.80.10.10.FF105052, 3.80.10.10.FF105052/a, 17, 0, 16, 0, False
3.80.10.10.FF105080, 3.80.10.10.FF105080/a, 36, 0, 22, 0, False
3.80.10.10.FF105085, 3.80.10.10.FF105085/a, 49, 0, 23, 0, False
3.80.10.10.FF105163, 3.80.10.10.FF105163/a, 17, 0, 18, 0, False
3.80.10.10.FF105174, 3.80.10.10.FF105174/a, 2, 0, 16, 0, False
3.80.10.10.FF105184, 3.80.10.10.FF105184/a, 3, 0, 17, 0, False
3.80.10.10.FF105190, 3.80.10.10.FF105190/a, 0, 0, 17, 0, False
3.80.10.10.FF105194, 3.80.10.10.FF105194/a, 10, 0, 18, 0, False
3.80.10.10.FF105196, 3.80.10.10.FF105196/a, 32, 0, 16, 0, False
3.80.10.10.FF105203, 3.80.10.10.FF105203/a, 1, 0, 17, 0, False
3.90.1150.10.FF60822, 3.90.1150.10.FF60822/a, 138, 0, 22, 0, False
3.90.1150.10.FF61194, 3.90.1150.10.FF61194/a, 137, 0, 30, 0, False
3.90.1150.10.FF61211, 3.90.1150.10.FF61211/a, 99, 0, 20, 0, False
3.90.1150.10.FF62411, 3.90.1150.10.FF62411/a, 89, 0, 20, 0, False
3.90.1150.10.FF62930, 3.90.1150.10.FF62930/a, 92, 0, 18, 0, False
3.90.1150.10.FF63296, 3.90.1150.10.FF63296/a, 46, 0, 23, 0, False
3.90.1150.10.FF65034, 3.90.1150.10.FF65034/a, 121, 0, 22, 0, False
3.90.1150.10.FF65772, 3.90.1150.10.FF65772/a, 54, 0, 18, 0, False
3.90.1150.10.FF69331, 3.90.1150.10.FF69331/a, 4, 0, 23, 0, False
3.90.1150.10.FF7178, 3.90.1150.10.FF7178/a, 101, 0, 20, 0, False
3.90.1150.10.FF63648, 3.90.1150.10.FF63648/a, 72, 0, 18, 0, False
3.90.1150.10.FF65561, 3.90.1150.10.FF65561/a, 148, 0, 19, 0, False
3.90.1150.10.FF6652, 3.90.1150.10.FF6652/a, 22, 0, 20, 0, False
3.90.1150.10.FF666, 3.90.1150.10.FF666/a, 38, 0, 21, 0, False
3.90.1150.10.FF67404, 3.90.1150.10.FF67404/a, 192, 0, 22, 0, False
3.90.1150.10.FF68330, 3.90.1150.10.FF68330/a, 99, 0, 24, 0, False
3.90.1150.10.FF7187, 3.90.1150.10.FF7187/a, 61, 0, 20, 0, False
3.90.1150.10.FF72967, 3.90.1150.10.FF72967/a, 169, 0, 33, 0, False
3.90.1150.10.FF74582, 3.90.1150.10.FF74582/a, 130, 0, 19, 0, False
3.90.1150.10.FF75152, 3.90.1150.10.FF75152/a, 30, 0, 21, 0, False
3.90.1150.10.FF75702, 3.90.1150.10.FF75702/a, 8, 0, 25, 0, False
3.90.1150.10.FF76459, 3.90.1150.10.FF76459/a, 2, 0, 21, 0, False
3.90.1150.10.FF77957, 3.90.1150.10.FF77957/a, 195, 0, 38, 0, False
3.90.1150.10.FF78357, 3.90.1150.10.FF78357/a, 44, 0, 19, 0, False
3.90.1150.10.FF78731, 3.90.1150.10.FF78731/a, 35, 0, 20, 0, False
3.90.1150.10.FF77014, 3.90.1150.10.FF77014/a, 106, 0, 20, 0, False
3.90.1150.10.FF78541, 3.90.1150.10.FF78541/a, 7, 0, 19, 0, False
3.90.1150.10.FF78552, 3.90.1150.10.FF78552/a, 54, 0, 18, 0, False
3.90.1150.10.FF78573, 3.90.1150.10.FF78573/a, 32, 0, 17, 0, False
3.90.1150.10.FF78929, 3.90.1150.10.FF78929/a, 113, 0, 21, 0, False
3.90.1150.10.FF79069, 3.90.1150.10.FF79069/a, 18, 0, 19, 0, False
3.90.1150.10.FF79138, 3.90.1150.10.FF79138/a, 47, 0, 19, 0, False
3.90.1150.10.FF79276, 3.90.1150.10.FF79276/a, 93, 0, 21, 0, False
3.90.1150.10.FF79295, 3.90.1150.10.FF79295/a, 62, 0, 21, 0, False
3.90.1150.10.FF79538, 3.90.1150.10.FF79538/a, 60, 0, 27, 0, False
3.90.1150.10.FF79614, 3.90.1150.10.FF79614/a, 90, 0, 21, 0, False
3.90.1150.10.FF79630, 3.90.1150.10.FF79630/a, 85, 0, 19, 0, False
3.90.1150.10.FF79822, 3.90.1150.10.FF79822/a, 41, 0, 24, 0, False
3.90.1150.10.FF78967, 3.90.1150.10.FF78967/a, 51, 0, 18, 0, False
3.90.1150.10.FF79074, 3.90.1150.10.FF79074/a, 78, 0, 18, 0, False
3.90.1150.10.FF79093, 3.90.1150.10.FF79093/a, 76, 0, 19, 0, False
3.90.1150.10.FF79303, 3.90.1150.10.FF79303/a, 12, 0, 21, 0, False
3.90.1150.10.FF79317, 3.90.1150.10.FF79317/a, 109, 0, 19, 0, False
3.90.1150.10.FF79325, 3.90.1150.10.FF79325/a, 41, 0, 20, 0, False
3.90.1150.10.FF79522, 3.90.1150.10.FF79522/a, 65, 0, 20, 0, False
3.90.1150.10.FF79572, 3.90.1150.10.FF79572/a, 131, 0, 20, 0, False
3.90.1150.10.FF79754, 3.90.1150.10.FF79754/a, 4, 0, 20, 0, False
3.90.1150.10.FF79916, 3.90.1150.10.FF79916/a, 128, 0, 19, 0, False
3.90.1150.10.FF79956, 3.90.1150.10.FF79956/a, 96, 0, 28, 0, False
3.90.1150.10.FF79966, 3.90.1150.10.FF79966/a, 115, 0, 22, 0, False
3.90.1150.10.FF80002, 3.90.1150.10.FF80002/a, 83, 0, 19, 0, False
3.90.1150.10.FF80135, 3.90.1150.10.FF80135/a, 13, 0, 20, 0, False
3.90.1150.10.FF80161, 3.90.1150.10.FF80161/a, 174, 0, 20, 0, False
3.90.1150.10.FF80252, 3.90.1150.10.FF80252/a, 18, 0, 34, 0, False
3.90.1150.10.FF80595, 3.90.1150.10.FF80595/a, 56, 0, 19, 0, False
3.90.1150.10.FF80690, 3.90.1150.10.FF80690/a, 161, 0, 27, 0, False
3.90.1150.10.FF80702, 3.90.1150.10.FF80702/a, 39, 0, 19, 0, False
3.90.1150.10.FF80734, 3.90.1150.10.FF80734/a, 153, 0, 21, 0, False
3.90.1150.10.FF80051, 3.90.1150.10.FF80051/a, 8, 0, 24, 0, False
3.90.1150.10.FF80075, 3.90.1150.10.FF80075/a, 97, 0, 23, 0, False
3.90.1150.10.FF80178, 3.90.1150.10.FF80178/a, 135, 0, 17, 0, False
3.90.1150.10.FF80417, 3.90.1150.10.FF80417/a, 9, 0, 21, 0, False
3.90.1150.10.FF80466, 3.90.1150.10.FF80466/a, 13, 0, 29, 0, False
3.90.1150.10.FF80480, 3.90.1150.10.FF80480/a, 0, 0, 38, 0, False
3.90.1750.10.FF689, 3.90.1750.10.FF689/a, 91, 0, 19, 0, False
3.90.1750.10.FF698, 3.90.1750.10.FF698/a, 108, 0, 19, 0, False
3.90.1750.10.FF867, 3.90.1750.10.FF867/a, 28, 0, 20, 0, False
3.90.1750.10.FF965, 3.90.1750.10.FF965/a, 70, 0, 19, 0, False
3.90.1750.10.FF998, 3.90.1750.10.FF998/a, 56, 0, 20, 0, False
3.90.176.10.FF274, 3.90.176.10.FF274/a, 39, 0, 18, 0, False
3.90.176.10.FF275, 3.90.176.10.FF275/a, 60, 0, 17, 0, False
3.90.176.10.FF800, 3.90.176.10.FF800/a, 43, 0, 18, 0, False
3.90.176.10.FF792, 3.90.176.10.FF792/a, 28, 0, 38, 0, False
3.90.176.10.FF802, 3.90.176.10.FF802/a, 52, 0, 19, 0, False
3.90.1760.10.FF28, 3.90.1760.10.FF28/a, 9, 0, 20, 0, False
3.90.1760.10.FF3, 3.90.1760.10.FF3/a, 44, 0, 16, 0, False
3.90.180.10.FF1021, 3.90.180.10.FF1021/a, 33, 0, 18, 0, False
3.90.180.10.FF11216, 3.90.180.10.FF11216/a, 42, 0, 23, 0, False
3.90.1770.10.FF289, 3.90.1770.10.FF289/a, 18, 0, 21, 0, False
3.90.1770.10.FF304, 3.90.1770.10.FF304/a, 190, 0, 32, 0, False
3.90.180.10.FF12653, 3.90.180.10.FF12653/a, 15, 0, 19, 0, False
3.90.180.10.FF12727, 3.90.180.10.FF12727/a, 57, 0, 19, 0, False
3.90.180.10.FF13965, 3.90.180.10.FF13965/a, 96, 0, 18, 0, False
3.90.180.10.FF1419, 3.90.180.10.FF1419/a, 53, 0, 21, 0, False
3.90.180.10.FF14844, 3.90.180.10.FF14844/a, 96, 0, 18, 0, False
3.90.180.10.FF16376, 3.90.180.10.FF16376/a, 93, 0, 15, 0, False
3.90.180.10.FF15309, 3.90.180.10.FF15309/a, 61, 0, 18, 0, False
3.90.180.10.FF16461, 3.90.180.10.FF16461/a, 35, 0, 17, 0, False
3.90.180.10.FF16981, 3.90.180.10.FF16981/a, 59, 0, 17, 0, False
3.90.180.10.FF177, 3.90.180.10.FF177/a, 27, 0, 17, 0, False
3.90.180.10.FF18036, 3.90.180.10.FF18036/a, 86, 0, 17, 0, False
3.90.180.10.FF18225, 3.90.180.10.FF18225/a, 27, 0, 19, 0, False
3.90.180.10.FF18881, 3.90.180.10.FF18881/a, 85, 0, 18, 0, False
3.90.180.10.FF195, 3.90.180.10.FF195/a, 27, 0, 16, 0, False
3.90.180.10.FF18592, 3.90.180.10.FF18592/a, 42, 0, 18, 0, False
3.90.180.10.FF18490, 3.90.180.10.FF18490/a, 106, 0, 20, 0, False
3.90.180.10.FF23687, 3.90.180.10.FF23687/a, 31, 0, 20, 0, False
3.90.180.10.FF2301, 3.90.180.10.FF2301/a, 45, 177, 63, 0, True
3.90.180.10.FF23684, 3.90.180.10.FF23684/a, 98, 0, 23, 0, False
3.90.180.10.FF23836, 3.90.180.10.FF23836/a, 22, 0, 18, 0, False
3.90.180.10.FF24788, 3.90.180.10.FF24788/a, 10, 0, 19, 0, False
3.90.180.10.FF24748, 3.90.180.10.FF24748/a, 46, 0, 21, 0, False
3.90.180.10.FF25634, 3.90.180.10.FF25634/a, 129, 0, 18, 0, False
3.90.180.10.FF25823, 3.90.180.10.FF25823/a, 170, 0, 21, 0, False
3.90.180.10.FF26208, 3.90.180.10.FF26208/a, 134, 0, 19, 0, False
3.90.180.10.FF26788, 3.90.180.10.FF26788/a, 25, 0, 21, 0, False
3.90.180.10.FF27141, 3.90.180.10.FF27141/a, 43, 0, 20, 0, False
3.90.180.10.FF27467, 3.90.180.10.FF27467/a, 176, 0, 22, 0, False
3.90.180.10.FF28255, 3.90.180.10.FF28255/a, 172, 0, 20, 0, False
3.90.180.10.FF28859, 3.90.180.10.FF28859/a, 15, 0, 20, 0, False
3.90.180.10.FF29135, 3.90.180.10.FF29135/a, 179, 0, 24, 0, False
3.90.180.10.FF29364, 3.90.180.10.FF29364/a, 151, 0, 18, 0, False
3.90.180.10.FF29391, 3.90.180.10.FF29391/a, 189, 0, 22, 0, False
3.90.180.10.FF29486, 3.90.180.10.FF29486/a, 33, 0, 27, 0, False
3.90.180.10.FF29818, 3.90.180.10.FF29818/a, 43, 0, 23, 0, False
3.90.180.10.FF29893, 3.90.180.10.FF29893/a, 16, 0, 19, 0, False
3.90.180.10.FF31746, 3.90.180.10.FF31746/a, 186, 0, 21, 0, False
3.90.180.10.FF3213, 3.90.180.10.FF3213/a, 40, 0, 17, 0, False
3.90.180.10.FF33682, 3.90.180.10.FF33682/a, 164, 0, 47, 0, False
3.90.180.10.FF33724, 3.90.180.10.FF33724/a, 83, 0, 21, 0, False
3.90.180.10.FF33759, 3.90.180.10.FF33759/a, 94, 0, 18, 0, False
3.90.180.10.FF33768, 3.90.180.10.FF33768/a, 43, 0, 18, 0, False
3.90.180.10.FF33772, 3.90.180.10.FF33772/a, 8, 0, 17, 0, False
3.90.180.10.FF33777, 3.90.180.10.FF33777/a, 35, 0, 18, 0, False
3.90.180.10.FF33771, 3.90.180.10.FF33771/a, 73, 0, 17, 0, False
3.90.180.10.FF33782, 3.90.180.10.FF33782/a, 65, 0, 17, 0, False
3.90.180.10.FF33805, 3.90.180.10.FF33805/a, 48, 0, 19, 0, False
3.90.180.10.FF33816, 3.90.180.10.FF33816/a, 4, 0, 28, 0, False
3.90.226.10.FF14845, 3.90.226.10.FF14845/a, 12, 0, 23, 0, False
3.90.226.10.FF1829, 3.90.226.10.FF1829/a, 0, 0, 16, 0, False
3.90.226.10.FF2065, 3.90.226.10.FF2065/a, 10, 0, 19, 0, False
3.90.226.10.FF21824, 3.90.226.10.FF21824/a, 18, 0, 27, 0, False
3.90.226.10.FF22781, 3.90.226.10.FF22781/a, 24, 0, 18, 0, False
3.90.226.10.FF23706, 3.90.226.10.FF23706/a, 23, 0, 21, 0, False
3.90.226.10.FF24865, 3.90.226.10.FF24865/a, 24, 0, 19, 0, False
3.90.226.10.FF25896, 3.90.226.10.FF25896/a, 65, 0, 15, 0, False
3.90.226.10.FF26064, 3.90.226.10.FF26064/a, 62, 0, 17, 0, False
3.90.226.10.FF26111, 3.90.226.10.FF26111/a, 27, 0, 16, 0, False
3.90.226.10.FF26380, 3.90.226.10.FF26380/a, 118, 0, 17, 0, False
3.90.226.10.FF26772, 3.90.226.10.FF26772/a, 49, 0, 18, 0, False
